ShortItemNo    ;Shimanoitem              ;3rd item nr              ;barcode/ean  ;description line 1            ;description line 2                      ;T;  Price;SalesPr;Retail ;CNV;S;Itemgroup                     ;Brand          ;Filename picture                                  ;SaQ;A;
000000001654244;STLSW20000PGC            ;STLSW20000PGC            ;0022255232883;Stella SW 20000PG             ;                                        ;2;822.47;1174.95;1174.95;001;N;Front drag reels              ;Shimano        ;20200526_STELLA_SW20000PG.jpg                     ;001;Y;
000000001653992;STLSW18000HGC            ;STLSW18000HGC            ;0022255232876;Stella SW 18000HG C           ;                                        ;2;822.47;1174.95;1174.95;001;N;Front drag reels              ;Shimano        ;20200526_STELLA_SW18000HG.jpg                     ;001;Y;
000000001785373;STLSW14000XGD            ;STLSW14000XGD            ;0022255291835;Reel Stella SW D              ;14000 XG                                ;2;804.97;1149.95;1149.95;001;N;.                             ;Shimano        ;030325_SKU_STLSW14000XGD.jpg                      ;001;Y;
000000001536989;STLSW14000XGC            ;STLSW14000XGC            ;0022255223546;Stella SW 14000XG             ;                                        ;2;748.97;1069.95;1069.95;001;N;Front drag reels              ;Shimano        ;20190117_STELLA_SW14000XG.jpg                     ;001;N;
000000001785372;STLSW10000PGD            ;STLSW10000PGD            ;0022255291811;Reel Stella SW D              ;10000 PG                                ;2;804.97;1149.95;1149.95;001;Y;.                             ;Shimano        ;030325_SKU_STLSW10000PGD.jpg                      ;001;Y;
000000001785371;STLSW10000HGD            ;STLSW10000HGD            ;0022255291828;Reel Stella SW D              ;10000 HG                                ;2;804.97;1149.95;1149.95;001;Y;.                             ;Shimano        ;030325_SKU_STLSW10000HGD.jpg                      ;001;Y;
000000001714635;STLC5000XGFK             ;STLC5000XGFK             ;0022255255691;Reel Stella FK                ;C5000 XG                                ;2;545.97;779.95;779.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714633;STLC3000XGFK             ;STLC3000XGFK             ;0022255255660;Reel Stella FK                ;C3000 XG                                ;2;531.97;759.95;759.95;001;N;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714629;STLC3000MHGFK            ;STLC3000MHGFK            ;0022255255653;Reel Stella FK                ;C3000M HG                               ;2;531.97;759.95;759.95;001;N;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714625;STLC3000FK               ;STLC3000FK               ;0022255255646;Reel Stella FK                ;C3000                                   ;2;531.97;759.95;759.95;001;N;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714621;STLC2500SFK              ;STLC2500SFK              ;0022255255592;Reel Stella FK                ;C2500S                                  ;2;531.97;759.95;759.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714618;STL4000XGFK              ;STL4000XGFK              ;0022255255684;Reel Stella FK                ;4000 XG                                 ;2;538.97;769.95;769.95;001;N;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714615;STL4000MFK               ;STL4000MFK               ;0022255255677;Reel Stella FK                ;4000M                                   ;2;538.97;769.95;769.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714610;STL2500SHGFK             ;STL2500SHGFK             ;0022255255622;Reel Stella FK                ;2500S HG                                ;2;531.97;759.95;759.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714606;STL2500SFK               ;STL2500SFK               ;0022255255615;Reel Stella FK                ;2500S                                   ;2;531.97;759.95;759.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714602;STL2500HGFK              ;STL2500HGFK              ;0022255255639;Reel Stella FK                ;2500 HG                                 ;2;531.97;759.95;759.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714601;STL2500FK                ;STL2500FK                ;0022255255608;Reel Stella FK                ;2500                                    ;2;531.97;759.95;759.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000001714598;STL1000FK                ;STL1000FK                ;0022255255585;Reel Stella FK                ;1000                                    ;2;531.97;759.95;759.95;001;Y;Front drag reels              ;Shimano        ;20220118_2500.jpg                                 ;001;Y;
000000000464377;STIPCPTUBE               ;STIPCPTUBE               ;0022255132275;SOLID TIP CARP POLE TUBE WITH ;                                        ;2;55.77;92.95;92.95;001;N;Diaflash Competition          ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000263869;STIPAXH300NGLD           ;STIPAXH300NGLD           ;0022255105873;FDR TIP AXH3,00 OZ CARBON NGLD;Normal guide Large diam.Hollow          ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000263868;STIPAXH200SGLD           ;STIPAXH200SGLD           ;0022255105866;FDR TIP AXH2,00 OZ CARBON SGLD;Small guide Large diam. Hollow          ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000263865;STIPAXH150SGSD           ;STIPAXH150SGSD           ;0022255105835;FDR TIP AXH1,50 OZ CARBON SGSD;Small guide Small diam. Hollow          ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000263867;STIPAXH150SGLD           ;STIPAXH150SGLD           ;0022255105859;FDR TIP AXH1,50 OZ CARBON SGLD;Small guide Large diam. Hollow          ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000263864;STIPAXH100SGSD           ;STIPAXH100SGSD           ;0022255105828;FDR TIP AXH1,00 OZ CARBON SGSD;Small guide Small diam. Hollow          ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000263863;STIPAXH075SGSD           ;STIPAXH075SGSD           ;0022255105811;FDR TIP AXH0,75 OZ CARBON SGSD;Small guide Small diam. Hollow          ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000263866;STIPAXH075SGLD           ;STIPAXH075SGLD           ;0022255105842;FDR TIP AXH0,75 OZ CARBON SGLD;Small guide Large diam. Hollow          ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000263862;STIPAXH050SGSD           ;STIPAXH050SGSD           ;0022255105804;FDR TIP AXH0,50 OZ CARBON SGSD;Small guide Small diam. Hollow          ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000234610;STIPAXCORM               ;STIPAXCORM               ;0022255097734;FDR TIP MEDIUM COREGONUS ONLY ;CARBON                                  ;2;14.67;20.95;20.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000234612;STIPAXCORL               ;STIPAXCORL               ;0022255097758;FDR TIP LIGHT COREGONUS ONLY  ;CARBON                                  ;2;14.67;20.95;20.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000234611;STIPAXCORH               ;STIPAXCORH               ;0022255097741;FDR TOP HEAVY COREGONUS ONLY  ;CARBON                                  ;2;14.67;20.95;20.95;001;N;Feeder Feeder Tips            ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000234609;STIPAX600NGSD            ;STIPAX600NGSD            ;0022255097727;FDR TIP AX 6,00 OZ CARBON NGSD;Normal guide Small diameter             ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000212707;STIPAX600LGLD            ;STIPAX600LGLD            ;0022255078504;FDR TIP AX 6,00 OZ CARBON LGLD;Large guide Large diameter              ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
000000000212700;STIPAX500NGLD            ;STIPAX500NGLD            ;0022255078450;FDR TIP AX 5,00 OZ CARBON NGLD;Normal guide Large diameter             ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000212694;STIPAX400SGLD            ;STIPAX400SGLD            ;0022255078429;FDR TIP AX 4,00 OZ CARBON SGLD;Small guide Large diameter              ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000212699;STIPAX400NGLD            ;STIPAX400NGLD            ;0022255078443;FDR TIP AX 4,00 OZ CARBON NGLD;Normal guide Large diameter             ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
000000000244651;STIPAX300SGSD            ;STIPAX300SGSD            ;0022255078344;FDR TIP AX 3,00 OZ CARBON SGSD;Small guide Small diameter              ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000212686;STIPAX300NGSD            ;STIPAX300NGSD            ;8717009797351;SUPERTIP AX 3.00oz CARBON NGSD;                                        ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
000000000212698;STIPAX300NGLD            ;STIPAX300NGLD            ;0022255078436;FDR TIP AX 3,00 OZ CARBON NGLD;Normal guide Large diameter             ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
000000000212704;STIPAX300LGLD            ;STIPAX300LGLD            ;8717009797368;SUPERTIP AX 3.00oz CARBON LGLD;                                        ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
000000000212692;STIPAX250SGLD            ;STIPAX250SGLD            ;0022255078405;FDR TIP AX 2,50 OZ CARBON SGLD;Small guide Large diameter              ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;N;
000000000212697;STIPAX250NGLD            ;STIPAX250NGLD            ;0022255083539;FDR TIP AX 2,50 OZ GLASS NGLD ;Normal guide Large diameter             ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
000000000212703;STIPAX250LGLD            ;STIPAX250LGLD            ;0022255083560;FDR TIP AX 2,50 OZ GLASS  LGLD;Large guide Large diameter              ;2;13.97;19.95;19.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
000000000212685;STIPAX200NGSD            ;STIPAX200NGSD            ;8717009797320;SUPERTIP AX 2.00oz CARBON NGSD;                                        ;2;12.57;17.95;17.95;001;N;Feeder Feeder Tips            ;Shimano        ;feedertips.jpg                                    ;001;Y;
